fpr,tpr,thresholds
0.0,0.0,inf
0.00010509721492380452,0.0,0.8750854
0.00031529164477141355,0.0,0.7966925
0.00031529164477141355,0.002061855670103093,0.7798802
0.0016815554387808723,0.002061855670103093,0.74436355
0.0016815554387808723,0.004123711340206186,0.740688
0.002207041513399895,0.004123711340206186,0.7288607
0.002207041513399895,0.006185567010309278,0.7277619
0.0029427220178665264,0.006185567010309278,0.7182566
0.0029427220178665264,0.008247422680412371,0.7159566
0.0031529164477141357,0.008247422680412371,0.7158263
0.0031529164477141357,0.010309278350515464,0.7157477
0.00557015239096164,0.010309278350515464,0.69486624
0.00557015239096164,0.012371134020618556,0.693049
0.0059905412506568575,0.012371134020618556,0.68629587
0.0059905412506568575,0.01443298969072165,0.6853972
0.010089332632685234,0.01443298969072165,0.6650652
0.010089332632685234,0.016494845360824743,0.66428816
0.013977929584866001,0.016494845360824743,0.64642566
0.013977929584866001,0.018556701030927835,0.64620656
0.014083026799789806,0.018556701030927835,0.6462061
0.014083026799789806,0.020618556701030927,0.64593613
0.014293221229637415,0.020618556701030927,0.6455768
0.014293221229637415,0.02268041237113402,0.6452547
0.01671045717288492,0.02268041237113402,0.6383908
0.01671045717288492,0.024742268041237112,0.63744915
0.01797162375197057,0.024742268041237112,0.6301229
0.01797162375197057,0.026804123711340205,0.6297441
0.019653179190751446,0.026804123711340205,0.62570095
0.019653179190751446,0.0288659793814433,0.6255753
0.02280609563846558,0.0288659793814433,0.61853766
0.02280609563846558,0.030927835051546393,0.61793745
0.024277456647398842,0.030927835051546393,0.61429125
0.024277456647398842,0.032989690721649485,0.614162
0.024802942722017867,0.032989690721649485,0.613487
0.024802942722017867,0.03505154639175258,0.6130445
0.025223331581713086,0.03505154639175258,0.61214364
0.025223331581713086,0.03917525773195876,0.6111935
0.03184445612191277,0.03917525773195876,0.5992893
0.03184445612191277,0.041237113402061855,0.59921724
0.035102469784550706,0.041237113402061855,0.59451723
0.035102469784550706,0.04329896907216495,0.5944692
0.035522858644245925,0.04329896907216495,0.5935782
0.035522858644245925,0.04536082474226804,0.5934093
0.03625853914871256,0.04536082474226804,0.5921683
0.03625853914871256,0.04742268041237113,0.59191203
0.03678402522333158,0.04742268041237113,0.5915895
0.03678402522333158,0.049484536082474224,0.59109306
0.04676826064109301,0.049484536082474224,0.5760628
0.04676826064109301,0.05360824742268041,0.57538897
0.04813452443510247,0.05360824742268041,0.572809
0.04813452443510247,0.05567010309278351,0.57277507
0.048870204939569103,0.05567010309278351,0.5717295
0.048870204939569103,0.0577319587628866,0.57157886
0.04939569101418812,0.0577319587628866,0.5704402
0.04939569101418812,0.05979381443298969,0.5703785
0.051077246452968995,0.05979381443298969,0.5683626
0.051077246452968995,0.061855670103092786,0.56833375
0.05423016290068313,0.061855670103092786,0.5646448
