fpr,tpr,thresholds
0.0,0.0,inf
0.00010509721492380452,0.0,0.6819054
0.002207041513399895,0.0,0.6613748
0.002207041513399895,0.002061855670103093,0.66113794
0.003468208092485549,0.002061855670103093,0.6561251
0.003468208092485549,0.004123711340206186,0.6553335
0.003888596952180767,0.004123711340206186,0.6538598
0.003888596952180767,0.006185567010309278,0.6536629
0.003993694167104571,0.006185567010309278,0.6533747
0.003993694167104571,0.008247422680412371,0.65330964
0.004308985811875985,0.008247422680412371,0.65226334
0.004308985811875985,0.010309278350515464,0.65199745
0.008197582764056752,0.010309278350515464,0.6443851
0.008197582764056752,0.012371134020618556,0.6443336
0.008723068838675775,0.012371134020618556,0.6434745
0.008723068838675775,0.01443298969072165,0.6432858
0.00977404098791382,0.01443298969072165,0.6422644
0.00977404098791382,0.016494845360824743,0.6419275
0.011035207566999475,0.016494845360824743,0.64080375
0.011035207566999475,0.018556701030927835,0.64073133
0.012926957435627957,0.018556701030927835,0.63840497
0.012926957435627957,0.020618556701030927,0.63839203
0.013347346295323173,0.020618556701030927,0.63812375
0.013347346295323173,0.02268041237113402,0.6376782
0.013662637940094587,0.02268041237113402,0.63704073
0.013662637940094587,0.024742268041237112,0.6370189
0.0162900683131897,0.024742268041237112,0.63343257
0.0162900683131897,0.0288659793814433,0.63320535
0.019863373620599055,0.0288659793814433,0.6304707
0.019863373620599055,0.030927835051546393,0.6303531
0.02186022070415134,0.030927835051546393,0.6290651
0.02186022070415134,0.032989690721649485,0.629065
0.02417235943247504,0.032989690721649485,0.62765145
0.02417235943247504,0.03505154639175258,0.6276435
0.026484498160798738,0.03505154639175258,0.6261055
0.026484498160798738,0.03711340206185567,0.6261026
0.02722017866526537,0.03711340206185567,0.6256581
0.02722017866526537,0.041237113402061855,0.62551033
0.028271150814503414,0.041237113402061855,0.6247258
0.028271150814503414,0.04329896907216495,0.6246769
0.02900683131897005,0.04329896907216495,0.6239671
0.029217025748817658,0.04329896907216495,0.62389475
0.029427220178665267,0.04329896907216495,0.6235893
0.029427220178665267,0.04536082474226804,0.6235639
0.03089858118759853,0.04536082474226804,0.62255955
0.03089858118759853,0.04742268041237113,0.6225471
0.031003678402522335,0.04742268041237113,0.6224682
0.031003678402522335,0.049484536082474224,0.62220913
0.0348922753547031,0.049484536082474224,0.6202194
0.0348922753547031,0.05154639175257732,0.6200887
0.03531266421439832,0.05154639175257732,0.61990756
0.03531266421439832,0.05360824742268041,0.61989784
0.03625853914871256,0.05360824742268041,0.61926025
0.03625853914871256,0.05567010309278351,0.619218
0.038465580662112454,0.05567010309278351,0.6184386
0.038465580662112454,0.0577319587628866,0.6183792
0.04025223331581713,0.0577319587628866,0.6170873
0.04025223331581713,0.05979381443298969,0.617068
0.04245927482921703,0.05979381443298969,0.61605203
0.04245927482921703,0.061855670103092786,0.6159615
0.04487651077246453,0.061855670103092786,0.6149316
0.04487651077246453,0.06391752577319587,0.6148958
0.04498160798738834,0.06391752577319587,0.6148927
0.04498160798738834,0.06597938144329897,0.61482644
0.04540199684708355,0.06597938144329897,0.61413944
0.04540199684708355,0.06804123711340206,0.61412174
0.045507094062007356,0.06804123711340206,0.6140528
0.045507094062007356,0.07010309278350516,0.6139025
